SCHOLAR Simulation Log
Scene: 009   Date: 2026-04-19 21:54:16
======================================================================

Family: sparse
Result: SUCCESS  (127 steps)
--------------------------------------------------
  step    0 | (0.4828, 3.0142) | start
  step    1 | (0.5190, 2.9971) | goal mode: moving directly toward goal
  step    2 | (0.5551, 2.9800) | goal mode: moving directly toward goal
  step    3 | (0.5913, 2.9629) | goal mode: moving directly toward goal
  step    4 | (0.6274, 2.9458) | goal mode: moving directly toward goal
  step    5 | (0.6636, 2.9287) | goal mode: moving directly toward goal
  step    6 | (0.6998, 2.9115) | goal mode: moving directly toward goal
  step    7 | (0.7359, 2.8944) | goal mode: moving directly toward goal
  step    8 | (0.7721, 2.8773) | goal mode: moving directly toward goal
  step    9 | (0.8082, 2.8602) | goal mode: moving directly toward goal
  step   10 | (0.8444, 2.8431) | goal mode: moving directly toward goal
  step   11 | (0.8805, 2.8260) | goal mode: moving directly toward goal
  step   12 | (0.9167, 2.8089) | goal mode: moving directly toward goal
  step   13 | (0.9529, 2.7918) | goal mode: moving directly toward goal
  step   14 | (0.9890, 2.7747) | goal mode: moving directly toward goal
  step   15 | (1.0252, 2.7576) | goal mode: moving directly toward goal
  step   16 | (1.0613, 2.7405) | goal mode: moving directly toward goal
  step   17 | (1.0975, 2.7234) | goal mode: moving directly toward goal
  step   18 | (1.1336, 2.7063) | goal mode: moving directly toward goal
  step   19 | (1.1698, 2.6892) | goal mode: moving directly toward goal
  step   20 | (1.2060, 2.6720) | goal mode: moving directly toward goal
  step   21 | (1.2421, 2.6549) | goal mode: moving directly toward goal
  step   22 | (1.2783, 2.6378) | goal mode: moving directly toward goal
  step   23 | (1.3144, 2.6207) | goal mode: moving directly toward goal
  step   24 | (1.3506, 2.6036) | goal mode: moving directly toward goal
  step   25 | (1.3868, 2.5865) | goal mode: moving directly toward goal
  step   26 | (1.4229, 2.5694) | goal mode: moving directly toward goal
  step   27 | (1.4591, 2.5523) | goal mode: moving directly toward goal
  step   28 | (1.4952, 2.5352) | goal mode: moving directly toward goal
  step   29 | (1.5314, 2.5181) | goal mode: moving directly toward goal
  step   30 | (1.5675, 2.5010) | goal mode: moving directly toward goal
  step   31 | (1.6037, 2.4839) | goal mode: moving directly toward goal
  step   32 | (1.6399, 2.4668) | goal mode: moving directly toward goal
  step   33 | (1.6760, 2.4497) | goal mode: moving directly toward goal
  step   34 | (1.7122, 2.4325) | goal mode: moving directly toward goal
  step   35 | (1.7483, 2.4154) | goal mode: moving directly toward goal
  step   36 | (1.7845, 2.3983) | goal mode: moving directly toward goal
  step   37 | (1.8206, 2.3812) | goal mode: moving directly toward goal
  step   38 | (1.8568, 2.3641) | goal mode: moving directly toward goal
  step   39 | (1.8930, 2.3470) | goal mode: moving directly toward goal
  step   40 | (1.9291, 2.3299) | goal mode: moving directly toward goal
  step   41 | (1.9653, 2.3128) | goal mode: moving directly toward goal
  step   42 | (2.0014, 2.2957) | goal mode: moving directly toward goal
  step   43 | (2.0376, 2.2786) | goal mode: moving directly toward goal
  step   44 | (2.0737, 2.2615) | goal mode: moving directly toward goal
  step   45 | (2.1099, 2.2444) | goal mode: moving directly toward goal
  step   46 | (2.1461, 2.2273) | goal mode: moving directly toward goal
  step   47 | (2.1822, 2.2102) | goal mode: moving directly toward goal
  step   48 | (2.2184, 2.1930) | goal mode: moving directly toward goal
  step   49 | (2.2545, 2.1759) | goal mode: moving directly toward goal
  step   50 | (2.2907, 2.1588) | goal mode: moving directly toward goal
  step   51 | (2.3268, 2.1417) | goal mode: moving directly toward goal
  step   52 | (2.3630, 2.1246) | goal mode: moving directly toward goal
  step   53 | (2.3992, 2.1075) | goal mode: moving directly toward goal
  step   54 | (2.4353, 2.0904) | goal mode: moving directly toward goal
  step   55 | (2.4715, 2.0733) | goal mode: moving directly toward goal
  step   56 | (2.5076, 2.0562) | goal mode: moving directly toward goal
  step   57 | (2.5438, 2.0391) | goal mode: moving directly toward goal
  step   58 | (2.5799, 2.0220) | goal mode: moving directly toward goal
  step   59 | (2.6161, 2.0049) | goal mode: moving directly toward goal
